work_id,mp_name,district,implementing_agency,work_category,cost_estimate_lakhs,status,risk_score,reasons_text
W10308,Gaurav Chandra,Chennai,Zilla Panchayat,Road Construction,8.49,Ongoing,21.29055132236764,Still ongoing 2+ years after sanction
W12983,Hemang Bava,Madurai,State Housing Board,Community Health Center,42.91,Completed,21.27890308218175,Flagged by ML pattern only
W11745,Oliver Sarma,Kolkata,State Housing Board,Public Toilet Complex,4.52,Completed,21.273255364091046,Flagged by ML pattern only
W11219,Owen Bala,Kolkata,Municipal Corporation,Street Lighting,3.35,Ongoing,21.23256579882932,Still ongoing 2+ years after sanction
W10263,Azaan Gupta,Mysuru,Zilla Panchayat,Street Lighting,1.72,Ongoing,21.229734646805866,Still ongoing 2+ years after sanction
W11100,Victor Venkataraman,Madurai,Zilla Panchayat,Drinking Water Supply,13.98,Completed,21.209115032981064,Flagged by ML pattern only
W12677,Ronith Zachariah,Dharwad,State Housing Board,Street Lighting,3.51,Ongoing,21.200438092385166,Still ongoing 2+ years after sanction
W11116,Rayaan Mand,Pune,Zilla Panchayat,Public Toilet Complex,6.01,Ongoing,21.199357585977353,Still ongoing 2+ years after sanction; Agency handles a disproportionate share of Pune's works
W12540,Owen Bansal,Madurai,District Rural Development Agency,Drainage System,10.9,Ongoing,21.19115749243872,Still ongoing 2+ years after sanction
W11019,Meera Banerjee,Nashik,State Housing Board,Street Lighting,4.29,Completed,21.18580368421366,Flagged by ML pattern only
W12793,Onveer Kata,Howrah,State Housing Board,Drinking Water Supply,20,Completed,21.174865944340585,Flagged by ML pattern only
W10486,Mugdha Varty,Thane,Municipal Corporation,Drainage System,14.53,Completed,21.161833505062912,Flagged by ML pattern only
W10131,Yug Choudhry,Madurai,Zilla Panchayat,Drinking Water Supply,19.26,Completed,21.15220426,Flagged by ML pattern only
W11763,Victor Venkataraman,Lucknow,State Housing Board,Road Construction,28.83,Ongoing,21.135860278933606,Still ongoing 2+ years after sanction
W11208,Yamini Chand,Mysuru,District Rural Development Agency,School Building Repair,4.16,Completed,21.13499536843449,Flagged by ML pattern only
W10296,Sanya Swamy,Agra,State Housing Board,Community Health Center,16.69,Ongoing,21.132721662399916,Still ongoing 2+ years after sanction
W11831,Lucky Prashad,Agra,Public Works Department,Road Construction,27.47,Ongoing,21.109876517435097,Still ongoing 2+ years after sanction
W12354,Leena Butala,Thane,Public Works Department,Street Lighting,1.11,Ongoing,21.083252718911396,Still ongoing 2+ years after sanction
W11581,Jagat Mangat,Asansol,Zilla Panchayat,Drinking Water Supply,6.27,Completed,21.072424706334598,Flagged by ML pattern only
W10947,Rayaan Mand,Nashik,Zilla Panchayat,Road Construction,23.71,Completed,21.06970240555378,Flagged by ML pattern only
W10250,Advaith Gole,Salem,Municipal Corporation,Community Health Center,31.35,Ongoing,21.059761272953743,Still ongoing 2+ years after sanction
W10240,Harrison Kapur,Kolkata,District Rural Development Agency,Community Health Center,33.91,Completed,21.05689225022264,Flagged by ML pattern only
W11283,Bachittar Choudhry,Salem,District Rural Development Agency,Public Toilet Complex,13.640865566559969,Completed,21.043186683374497,Cost is unusually high for 'Public Toilet Complex' works
W12866,Meera Banerjee,Kolkata,District Rural Development Agency,School Building Repair,3.5,Completed,21.04106914783649,Flagged by ML pattern only
W10277,Harrison Kapur,Howrah,Public Works Department,Street Lighting,5.99,Completed,21.00568553079664,Flagged by ML pattern only
W12074,Eesha Memon,Chennai,District Rural Development Agency,School Building Repair,11,Completed,21.005351577786247,Flagged by ML pattern only
W12900,Meera Banerjee,Thane,Public Works Department,Road Construction,19.02,Ongoing,20.991647029602525,Still ongoing 2+ years after sanction
W10060,Gaurav Chandra,Kolkata,District Rural Development Agency,Community Health Center,33.68,Completed,20.97797341,Flagged by ML pattern only
W10291,Eesha Memon,Asansol,Municipal Corporation,Street Lighting,1.57,Ongoing,20.976929452003503,Still ongoing 2+ years after sanction
W11295,Nicholas Gour,Varanasi,Municipal Corporation,Community Health Center,32.53,Completed,20.974288751164227,Flagged by ML pattern only
W11705,Vrinda Biswas,Nagpur,Public Works Department,Community Health Center,15.95,Completed,20.97403953149995,Flagged by ML pattern only
W12086,Owen Bala,Lucknow,State Housing Board,Drinking Water Supply,7.91,Completed,20.964842001148625,Flagged by ML pattern only
W12708,Harrison Kapur,Salem,District Rural Development Agency,Community Health Center,37.96,Ongoing,20.945297619207523,Flagged by ML pattern only
W11708,Odika Naik,Coimbatore,District Rural Development Agency,Community Health Center,17.66,Ongoing,20.944834531468118,Still ongoing 2+ years after sanction
W11139,Ria Ratta,Chennai,State Housing Board,School Building Repair,10.27,Ongoing,20.94299950050386,Still ongoing 2+ years after sanction
W12884,Krishna Pant,Agra,Zilla Panchayat,Road Construction,31.51,Completed,20.894579500277032,Flagged by ML pattern only
W10537,Yadavi Deshmukh,Pune,Zilla Panchayat,Community Health Center,18.69,Completed,20.890880770223895,Agency handles a disproportionate share of Pune's works
W11010,Ekansh Sami,Mysuru,District Rural Development Agency,Community Health Center,42.51,Completed,20.87969365358941,Flagged by ML pattern only
W11432,Tanish Iyer,Nagpur,Municipal Corporation,Road Construction,32.99,Completed,20.878259709139485,Flagged by ML pattern only
W11652,Sanya Swamy,Chennai,Public Works Department,Street Lighting,3.68,Completed,20.867008647647467,Flagged by ML pattern only
W11597,Eesha Memon,Howrah,State Housing Board,Community Health Center,29.21,Ongoing,20.81683533137457,Still ongoing 2+ years after sanction
W12494,Yamini Chand,Varanasi,Public Works Department,Public Toilet Complex,2.24,Completed,20.80185425,Flagged by ML pattern only
W12673,Jagat Mangat,Howrah,Zilla Panchayat,Road Construction,34.73,Completed,20.799567469991345,Flagged by ML pattern only
W12036,Ekansh Sami,Mysuru,State Housing Board,Street Lighting,3.17,Completed,20.776173704050983,Flagged by ML pattern only
W11421,Hemang Bava,Bengaluru Urban,State Housing Board,Street Lighting,1.46,Ongoing,20.76490794130813,Still ongoing 2+ years after sanction
W11743,Ekansh Sami,Howrah,District Rural Development Agency,Community Health Center,31.9,Completed,20.725141845702844,Flagged by ML pattern only
W12779,Ishwar Boase,Chennai,District Rural Development Agency,Road Construction,29.85,Ongoing,20.709970318240863,Still ongoing 2+ years after sanction
W11774,Lucky Prashad,Howrah,State Housing Board,Community Health Center,27,Ongoing,20.70923537695331,Still ongoing 2+ years after sanction
W11942,Tanish Iyer,Bengaluru Urban,Municipal Corporation,Street Lighting,1.49,Ongoing,20.70397404443085,Still ongoing 2+ years after sanction
W10103,Triya Khatri,Asansol,Zilla Panchayat,Drinking Water Supply,14.03,Completed,20.701551432255993,Flagged by ML pattern only
W11424,Meera Banerjee,Dharwad,State Housing Board,Street Lighting,2.47,Completed,20.67375162635764,Flagged by ML pattern only
W12910,Pallavi Krish,Kolkata,Zilla Panchayat,Public Toilet Complex,3.85,Completed,20.657052024450874,Flagged by ML pattern only
W11820,Victor Venkataraman,Thane,Zilla Panchayat,Street Lighting,1.54,Ongoing,20.646903283038185,Still ongoing 2+ years after sanction
W12531,Bachittar Choudhry,Madurai,State Housing Board,Public Toilet Complex,7.94,Ongoing,20.629574774731502,Still ongoing 2+ years after sanction
W12358,Ronith Zachariah,Asansol,State Housing Board,Drainage System,13.55,Completed,20.62855631456101,Flagged by ML pattern only
W11411,Eesha Memon,Belagavi,Municipal Corporation,Community Health Center,41.64,Ongoing,20.602253921199015,Flagged by ML pattern only
W10859,Ria Ratta,Kolkata,Zilla Panchayat,Public Toilet Complex,3.28,Ongoing,20.56811585620443,Still ongoing 2+ years after sanction
W10808,Yadavi Deshmukh,Pune,Zilla Panchayat,Street Lighting,4.83,Completed,20.551941479855152,Agency handles a disproportionate share of Pune's works
W11270,Owen Bala,Thane,District Rural Development Agency,Drinking Water Supply,18.69,Completed,20.549919040206472,Flagged by ML pattern only
W11136,Ishwar Boase,Lucknow,Zilla Panchayat,Community Health Center,41.82,Completed,20.543843051138968,Flagged by ML pattern only
W11919,Varsha Morar,Nagpur,District Rural Development Agency,Drainage System,13.92,Ongoing,20.542268515435502,Still ongoing 2+ years after sanction
W11154,Yamini Chand,Agra,District Rural Development Agency,Drainage System,12.62,Completed,20.532782454839364,Flagged by ML pattern only
W11138,Ekansh Sami,Kolkata,Municipal Corporation,Road Construction,39.16,Completed,20.529219874816956,Flagged by ML pattern only
W11338,Ekansh Sami,Asansol,State Housing Board,Street Lighting,1.14,Ongoing,20.523715339721534,Still ongoing 2+ years after sanction
W12409,Ronith Zachariah,Mysuru,Municipal Corporation,Community Health Center,23.63,Completed,20.485783489593064,Flagged by ML pattern only
W12520,Vrinda Biswas,Agra,Public Works Department,Public Toilet Complex,4.64,Completed,20.479729074599717,Flagged by ML pattern only
W11541,Widisha Yohannan,Varanasi,Municipal Corporation,Drinking Water Supply,19.81,Ongoing,20.479514592401653,Still ongoing 2+ years after sanction
W12908,Gabriel Thaman,Belagavi,District Rural Development Agency,Public Toilet Complex,3.32,Ongoing,20.45660062780081,Still ongoing 2+ years after sanction
W11633,Ekansh Sami,Belagavi,District Rural Development Agency,Road Construction,22.86,Ongoing,20.453094076131144,Still ongoing 2+ years after sanction
W11973,Rayaan Mand,Coimbatore,Public Works Department,Road Construction,20.54,Ongoing,20.447080686484032,Still ongoing 2+ years after sanction
W12091,Harrison Kapur,Coimbatore,Zilla Panchayat,Road Construction,13.95,Ongoing,20.44547034,Still ongoing 2+ years after sanction
W12927,Azaan Gupta,Coimbatore,Zilla Panchayat,Community Health Center,36.05,Completed,20.42667504897425,Flagged by ML pattern only
W11553,Yutika Rana,Nagpur,Zilla Panchayat,Road Construction,30.09,Ongoing,20.408521209904677,Still ongoing 2+ years after sanction
W11304,Meera Banerjee,Darjeeling,Municipal Corporation,Community Health Center,28.52,Completed,20.407913613191273,Flagged by ML pattern only
W12501,Triya Khatri,Chennai,Public Works Department,Community Health Center,21.99,Ongoing,20.40706641748269,Still ongoing 2+ years after sanction
W10061,Ishwar Boase,Pune,Zilla Panchayat,Drinking Water Supply,10.07,Completed,20.406766336850858,Agency handles a disproportionate share of Pune's works
W12532,Yadavi Deshmukh,Asansol,Zilla Panchayat,Community Health Center,11.07,Completed,20.4029417,Flagged by ML pattern only
W12544,Onveer Kata,Dharwad,Public Works Department,Road Construction,27.25,Ongoing,20.374559929046214,Still ongoing 2+ years after sanction
W11110,Bachittar Choudhry,Lucknow,Zilla Panchayat,Street Lighting,1.78,Ongoing,20.372021824107264,Still ongoing 2+ years after sanction
W12135,Yutika Rana,Thane,State Housing Board,Community Health Center,28.12,Ongoing,20.366074073314124,Still ongoing 2+ years after sanction
W10261,Victor Venkataraman,Varanasi,District Rural Development Agency,Street Lighting,5.89,Completed,20.339502172159456,Flagged by ML pattern only
W12923,Gabriel Thaman,Mysuru,District Rural Development Agency,Street Lighting,1.98,Ongoing,20.33526571357519,Still ongoing 2+ years after sanction
W11872,Varsha Morar,Agra,Zilla Panchayat,Public Toilet Complex,5.72,Completed,20.330057638799076,Flagged by ML pattern only
W12678,Harrison Kapur,Kolkata,Zilla Panchayat,Road Construction,29.8,Ongoing,20.326072084988276,Still ongoing 2+ years after sanction
W10064,Widisha Yohannan,Howrah,Municipal Corporation,Community Health Center,37.98,Completed,20.324815068822332,Flagged by ML pattern only
W11009,Meera Banerjee,Howrah,Zilla Panchayat,Community Health Center,29.37,Ongoing,20.313950809312093,Still ongoing 2+ years after sanction
W12556,Pallavi Krish,Agra,State Housing Board,Road Construction,38.83,Ongoing,20.30825103732818,Flagged by ML pattern only
W11695,Widisha Yohannan,Kanpur,District Rural Development Agency,Community Health Center,28.93,Ongoing,20.29955844743391,Still ongoing 2+ years after sanction
W11844,Mugdha Varty,Kanpur,Zilla Panchayat,Road Construction,30,Completed,20.295012229833617,Flagged by ML pattern only
W10425,Meera Banerjee,Kanpur,State Housing Board,Road Construction,21.07,Completed,20.278965855369414,Flagged by ML pattern only
W10207,Yadavi Deshmukh,Nagpur,State Housing Board,Street Lighting,3.55,Completed,20.26495626272289,Flagged by ML pattern only
W11902,Mugdha Varty,Nashik,Municipal Corporation,Community Health Center,28.57,Ongoing,20.24223963080489,Still ongoing 2+ years after sanction
W11148,Deepa Gala,Pune,Public Works Department,Community Health Center,21.34,Ongoing,20.221363244325403,Still ongoing 2+ years after sanction
W12100,Owen Bala,Nashik,Public Works Department,Street Lighting,1.64,Ongoing,20.214432463129093,Still ongoing 2+ years after sanction
W11618,Vanya Suresh,Dharwad,Municipal Corporation,Road Construction,22.5,Completed,20.21195088215989,Flagged by ML pattern only
W11301,Nicholas Gour,Lucknow,Zilla Panchayat,Road Construction,35.99,Completed,20.201039379716562,Flagged by ML pattern only
W12790,Vrinda Biswas,Kanpur,Zilla Panchayat,Street Lighting,1.7,Ongoing,20.196819816303545,Still ongoing 2+ years after sanction
W12651,Meera Banerjee,Mysuru,Zilla Panchayat,Community Health Center,13.35,Completed,20.187033510247943,Flagged by ML pattern only
W10153,Azaan Gupta,Kanpur,Municipal Corporation,Road Construction,20.77,Ongoing,20.176662200613972,Still ongoing 2+ years after sanction
W10052,Nicholas Gour,Asansol,District Rural Development Agency,Road Construction,24.51,Completed,20.16313050991336,Flagged by ML pattern only
W11346,Widisha Yohannan,Dharwad,Public Works Department,Road Construction,27.6,Completed,20.15660625545732,Flagged by ML pattern only
W11170,Jagat Mangat,Coimbatore,Municipal Corporation,Road Construction,23.62,Completed,20.155420184130907,Flagged by ML pattern only
W10897,Widisha Yohannan,Dharwad,District Rural Development Agency,Drinking Water Supply,18.24,Completed,20.150769923491303,Flagged by ML pattern only
W12985,Yamini Chand,Nashik,Zilla Panchayat,Community Health Center,14.26,Completed,20.149135581436028,Flagged by ML pattern only
W10018,Yamini Chand,Lucknow,Municipal Corporation,School Building Repair,5.7,Ongoing,20.144608406958525,Still ongoing 2+ years after sanction
W10217,Ronith Zachariah,Nashik,District Rural Development Agency,Road Construction,15.07,Completed,20.143745308721815,Flagged by ML pattern only
W10643,Krishna Pant,Agra,Public Works Department,Street Lighting,2.06,Ongoing,20.135014286756405,Still ongoing 2+ years after sanction
W11941,Ekansh Sami,Howrah,Municipal Corporation,Road Construction,20.73,Ongoing,20.126834970900106,Still ongoing 2+ years after sanction
W10805,Gaurav Chandra,Mysuru,Public Works Department,School Building Repair,3.65,Ongoing,20.114654754273147,Still ongoing 2+ years after sanction
W11047,Ronith Zachariah,Bengaluru Urban,Municipal Corporation,Community Health Center,26.29,Ongoing,20.11212075258954,Still ongoing 2+ years after sanction
W12423,Jagat Mangat,Pune,Zilla Panchayat,School Building Repair,4.21,Completed,20.108499431297858,Agency handles a disproportionate share of Pune's works
W12281,Varsha Morar,Pune,Zilla Panchayat,Drainage System,4.02,Completed,20.104910324451694,Agency handles a disproportionate share of Pune's works
W10629,Mugdha Varty,Madurai,State Housing Board,Drainage System,5.97,Completed,20.10155006291332,Flagged by ML pattern only
W12979,Vrinda Biswas,Pune,District Rural Development Agency,Drinking Water Supply,15.18,Completed,20.094466320780285,Flagged by ML pattern only
W10246,Hemang Bava,Thane,Municipal Corporation,School Building Repair,6.06,Completed,20.084282105936513,Flagged by ML pattern only
W11839,Owen Bansal,Asansol,Zilla Panchayat,Street Lighting,2.95,Completed,20.075935522565548,Flagged by ML pattern only
W12879,Gabriel Thaman,Asansol,District Rural Development Agency,Drainage System,5.86,Completed,20.07105273892004,Flagged by ML pattern only
W10248,Yutika Rana,Howrah,Municipal Corporation,Community Health Center,18.36,Completed,20.06447668285631,Flagged by ML pattern only
W11227,Christopher Kadakia,Thane,State Housing Board,Public Toilet Complex,6.52,Completed,20.061998292769317,Flagged by ML pattern only
W12776,Yutika Rana,Thane,Municipal Corporation,Community Health Center,43.97,Ongoing,20.052407255604475,Flagged by ML pattern only
W10037,Azaan Gupta,Thane,Municipal Corporation,School Building Repair,3.5,Ongoing,20.040834410535993,Still ongoing 2+ years after sanction
W11076,Triya Khatri,Darjeeling,Zilla Panchayat,Street Lighting,1.91,Ongoing,20.028004621751776,Still ongoing 2+ years after sanction
W12350,Owen Bala,Lucknow,District Rural Development Agency,Street Lighting,1.84,Completed,20.027694143635927,Flagged by ML pattern only
W11363,Onveer Kata,Nashik,Public Works Department,Drinking Water Supply,4.08,Completed,20.020326978602466,Flagged by ML pattern only
W11993,Widisha Yohannan,Agra,Municipal Corporation,Community Health Center,26.42,Ongoing,19.989827992399537,Still ongoing 2+ years after sanction
W10080,Azaan Gupta,Agra,District Rural Development Agency,Road Construction,25.2,Ongoing,19.98584092991212,Still ongoing 2+ years after sanction
W10926,Owen Bansal,Madurai,Zilla Panchayat,Drainage System,17.95,Completed,19.971518039861134,Flagged by ML pattern only
W11014,Bachittar Choudhry,Nashik,State Housing Board,Road Construction,38.12,Completed,19.969163166832374,Flagged by ML pattern only
W10106,Gaurav Chandra,Nagpur,Zilla Panchayat,Road Construction,26.33,Ongoing,19.96594315,Still ongoing 2+ years after sanction
W10117,Vrinda Biswas,Darjeeling,District Rural Development Agency,Street Lighting,2.11,Ongoing,19.964730422172202,Still ongoing 2+ years after sanction
W11767,Pallavi Krish,Chennai,Public Works Department,Road Construction,22.63,Completed,19.963788569680357,Flagged by ML pattern only
W10256,Gabriel Thaman,Pune,Zilla Panchayat,School Building Repair,9.07,Completed,19.96017309011559,Agency handles a disproportionate share of Pune's works
W10572,Pallavi Krish,Chennai,Zilla Panchayat,Road Construction,28.51,Ongoing,19.94123811220446,Still ongoing 2+ years after sanction
W12577,Vanya Suresh,Lucknow,Municipal Corporation,Public Toilet Complex,5.34,Ongoing,19.921569298632832,Still ongoing 2+ years after sanction
W10146,Deepa Gala,Asansol,Municipal Corporation,Street Lighting,1.39,Ongoing,19.906622268246828,Still ongoing 2+ years after sanction
W10110,Yamini Chand,Chennai,District Rural Development Agency,Street Lighting,5.33,Completed,19.89802656962783,Flagged by ML pattern only
W12176,Meera Banerjee,Howrah,Public Works Department,Community Health Center,26.54,Ongoing,19.89396042981037,Still ongoing 2+ years after sanction
W11051,Oliver Sarma,Bengaluru Urban,State Housing Board,Public Toilet Complex,2.08,Ongoing,19.886033753350194,Still ongoing 2+ years after sanction
W12078,Advaith Gole,Madurai,Zilla Panchayat,School Building Repair,3.55,Completed,19.868605683593078,Flagged by ML pattern only
W11419,Bachittar Choudhry,Agra,District Rural Development Agency,Community Health Center,42.24,Ongoing,19.848551219080395,Flagged by ML pattern only
W12668,Yug Choudhry,Mysuru,Zilla Panchayat,Road Construction,24.72,Ongoing,19.843077451205566,Still ongoing 2+ years after sanction
W12204,Oliver Sarma,Pune,Zilla Panchayat,School Building Repair,6.25,Completed,19.841171838033084,Agency handles a disproportionate share of Pune's works
W11694,Jagat Mangat,Nagpur,District Rural Development Agency,Street Lighting,3.41,Completed,19.830047980781615,Flagged by ML pattern only
W10184,Vrinda Biswas,Lucknow,Municipal Corporation,Street Lighting,1.69,Ongoing,19.81326400855765,Still ongoing 2+ years after sanction
W10193,Eesha Memon,Madurai,Public Works Department,Drainage System,4.18,Ongoing,19.803647849518345,Near-duplicate work description under same agency
W11960,Christopher Kadakia,Thane,State Housing Board,Road Construction,23.04,Completed,19.792172135572887,Flagged by ML pattern only
W12333,Mugdha Varty,Kolkata,Zilla Panchayat,Drinking Water Supply,7.09,Ongoing,19.783493863870714,Still ongoing 2+ years after sanction
W11920,Yutika Rana,Darjeeling,Municipal Corporation,Public Toilet Complex,2.14,Ongoing,19.781286044482187,Still ongoing 2+ years after sanction
W11050,Widisha Yohannan,Varanasi,Public Works Department,Street Lighting,1.5,Ongoing,19.751074613009415,Still ongoing 2+ years after sanction
W12099,Nicholas Gour,Howrah,Zilla Panchayat,School Building Repair,11.67,Completed,19.74073748,Flagged by ML pattern only
W10561,Victor Venkataraman,Belagavi,Public Works Department,Street Lighting,1.08,Ongoing,19.727464320007563,Still ongoing 2+ years after sanction
W10234,Vanya Suresh,Chennai,District Rural Development Agency,Public Toilet Complex,3.31,Ongoing,19.726893934284192,Still ongoing 2+ years after sanction
W12366,Ekansh Sami,Chennai,District Rural Development Agency,School Building Repair,12.14,Completed,19.723586684074707,Flagged by ML pattern only
W10298,Vanya Suresh,Bengaluru Urban,Municipal Corporation,Drinking Water Supply,16.4,Completed,19.722662721982587,Flagged by ML pattern only
W12433,Deepa Gala,Pune,Public Works Department,Community Health Center,22.72,Completed,19.719404143191507,Flagged by ML pattern only
W12690,Azaan Gupta,Kanpur,Zilla Panchayat,School Building Repair,7.06,Completed,19.716806559697545,Flagged by ML pattern only
W10422,Nicholas Gour,Kolkata,Public Works Department,Community Health Center,36.47,Completed,19.714469061976732,Flagged by ML pattern only
W11550,Eesha Memon,Nagpur,District Rural Development Agency,Drainage System,4.31,Completed,19.71012351502011,Flagged by ML pattern only
W10952,Vrinda Biswas,Madurai,State Housing Board,Street Lighting,4.13,Completed,19.70668559944935,Flagged by ML pattern only
W12752,Leena Butala,Nashik,State Housing Board,Community Health Center,31.94,Completed,19.68041623496836,Flagged by ML pattern only
W11041,Krishna Pant,Dharwad,Public Works Department,Community Health Center,32,Completed,19.67882515097193,Flagged by ML pattern only
W12345,Leena Butala,Kolkata,Zilla Panchayat,Road Construction,16.86,Completed,19.67584966074153,Flagged by ML pattern only
W10756,Ekansh Sami,Mysuru,Municipal Corporation,Community Health Center,34.18,Completed,19.667732281034365,Flagged by ML pattern only
W11672,Lucky Prashad,Madurai,Public Works Department,Community Health Center,19.83,Ongoing,19.662747956893877,Still ongoing 2+ years after sanction
W12075,Pallavi Krish,Nashik,Public Works Department,Drainage System,13.82,Completed,19.65514506113749,Flagged by ML pattern only
W10770,Victor Venkataraman,Kolkata,District Rural Development Agency,Street Lighting,2.68,Completed,19.654267785028416,Flagged by ML pattern only
W11374,Krishna Pant,Varanasi,Municipal Corporation,Road Construction,23.64,Ongoing,19.637783988828488,Still ongoing 2+ years after sanction
W10069,Onveer Kata,Asansol,State Housing Board,Community Health Center,27.42,Ongoing,19.636853230339746,Still ongoing 2+ years after sanction
W11506,Ekansh Sami,Belagavi,State Housing Board,Community Health Center,17.53,Completed,19.618223868627652,Flagged by ML pattern only
W10971,Advaith Gole,Dharwad,Zilla Panchayat,Street Lighting,1.81,Ongoing,19.61344471887545,Still ongoing 2+ years after sanction
W10753,Ronith Zachariah,Agra,State Housing Board,Drinking Water Supply,16.24,Completed,19.595596154495542,Flagged by ML pattern only
W10446,Meera Banerjee,Nashik,State Housing Board,Street Lighting,1.25,Ongoing,19.58741132761623,Still ongoing 2+ years after sanction
W11276,Krishna Pant,Dharwad,Public Works Department,Street Lighting,4.06,Ongoing,19.540206328894406,Still ongoing 2+ years after sanction
W12822,Lucky Prashad,Bengaluru Urban,Public Works Department,Road Construction,25.18,Ongoing,19.538368978961774,Still ongoing 2+ years after sanction
W11522,Bachittar Choudhry,Madurai,District Rural Development Agency,Road Construction,10.02,Completed,19.538110558022417,Flagged by ML pattern only
W11956,Triya Khatri,Darjeeling,Zilla Panchayat,Road Construction,19.38,Ongoing,19.525935441050432,Still ongoing 2+ years after sanction
W12050,Christopher Kadakia,Mysuru,State Housing Board,Community Health Center,12.9,Completed,19.525705499439386,Flagged by ML pattern only
W11927,Mugdha Varty,Nashik,Municipal Corporation,School Building Repair,4.21,Completed,19.524950802267497,Flagged by ML pattern only
W12834,Ekansh Sami,Thane,State Housing Board,Road Construction,23.87,Ongoing,19.509730087992263,Still ongoing 2+ years after sanction
W12564,Widisha Yohannan,Kanpur,State Housing Board,Road Construction,25.7,Ongoing,19.504128728866288,Still ongoing 2+ years after sanction
W11086,Odika Naik,Coimbatore,District Rural Development Agency,Road Construction,13.58,Completed,19.50299815996887,Flagged by ML pattern only
W12001,Ekansh Sami,Asansol,State Housing Board,Road Construction,5.21,Completed,19.50291738812177,Flagged by ML pattern only
W12489,Odika Naik,Bengaluru Urban,Zilla Panchayat,Street Lighting,1.92,Ongoing,19.50250809776858,Still ongoing 2+ years after sanction
W11233,Onveer Kata,Pune,Zilla Panchayat,School Building Repair,11.38,Completed,19.468921200304088,Agency handles a disproportionate share of Pune's works
W12165,Ekansh Sami,Howrah,Zilla Panchayat,School Building Repair,8.25,Ongoing,19.462991834762473,Still ongoing 2+ years after sanction
W10195,Bachittar Choudhry,Chennai,District Rural Development Agency,Drainage System,15.96,Ongoing,19.45891172995038,Still ongoing 2+ years after sanction
W10083,Lucky Prashad,Mysuru,District Rural Development Agency,School Building Repair,5.09,Completed,19.445549710321504,Flagged by ML pattern only
W10882,Ishwar Boase,Mysuru,State Housing Board,Public Toilet Complex,7.53,Completed,19.44242069330095,Flagged by ML pattern only
W11375,Bachittar Choudhry,Asansol,District Rural Development Agency,Community Health Center,26.41,Completed,19.433334925299135,Flagged by ML pattern only
W11795,Ria Ratta,Nashik,District Rural Development Agency,Community Health Center,21.9,Completed,19.425441564262204,Flagged by ML pattern only
W10355,Ronith Zachariah,Thane,Public Works Department,Road Construction,8.16,Completed,19.425254607933745,Flagged by ML pattern only
W10589,Krishna Pant,Pune,Zilla Panchayat,Drinking Water Supply,5.27,Ongoing,19.41481330587412,Agency handles a disproportionate share of Pune's works
W12787,Yamini Chand,Dharwad,District Rural Development Agency,Road Construction,28.22,Ongoing,19.407571065058775,Still ongoing 2+ years after sanction
W10627,Krishna Pant,Darjeeling,Public Works Department,Street Lighting,3.22,Ongoing,19.40435935582591,Still ongoing 2+ years after sanction
W10198,Owen Bansal,Nashik,Municipal Corporation,Street Lighting,1.72,Ongoing,19.397810049154334,Still ongoing 2+ years after sanction
W10838,Pallavi Krish,Lucknow,State Housing Board,Street Lighting,2.13,Ongoing,19.397683433285177,Still ongoing 2+ years after sanction
W12157,Bachittar Choudhry,Belagavi,Zilla Panchayat,Public Toilet Complex,3.66,Ongoing,19.39033514819003,Still ongoing 2+ years after sanction
W10329,Rayaan Mand,Bengaluru Urban,Public Works Department,Drainage System,15.94,Ongoing,19.377923144347232,Still ongoing 2+ years after sanction
W11527,Jagat Mangat,Pune,State Housing Board,Community Health Center,26.41,Ongoing,19.359804014473102,Still ongoing 2+ years after sanction
W11729,Bachittar Choudhry,Varanasi,District Rural Development Agency,Public Toilet Complex,4.21,Ongoing,19.345417857233002,Still ongoing 2+ years after sanction
W12747,Azaan Gupta,Asansol,Municipal Corporation,Community Health Center,22.01,Ongoing,19.33802291091779,Still ongoing 2+ years after sanction
W12080,Victor Venkataraman,Agra,Public Works Department,Community Health Center,20.51,Ongoing,19.324758267796554,Still ongoing 2+ years after sanction
W11193,Christopher Kadakia,Thane,State Housing Board,Public Toilet Complex,2.04,Completed,19.322891925632913,Flagged by ML pattern only
W10997,Owen Bansal,Agra,Public Works Department,School Building Repair,10.22,Ongoing,19.30384753648154,Still ongoing 2+ years after sanction
W12755,Ronith Zachariah,Mysuru,Public Works Department,Road Construction,22.4,Completed,19.299760402671936,Flagged by ML pattern only
W12081,Advaith Gole,Nashik,Municipal Corporation,Drinking Water Supply,13.3,Completed,19.29722943834743,Flagged by ML pattern only
W12840,Varsha Morar,Howrah,Municipal Corporation,Road Construction,8.3,Completed,19.29665547714012,Flagged by ML pattern only
W10138,Varsha Morar,Madurai,State Housing Board,Drainage System,17.12,Completed,19.26719705284404,Flagged by ML pattern only
W12137,Tanish Iyer,Kolkata,Municipal Corporation,Road Construction,37.47,Completed,19.266494297787233,Flagged by ML pattern only
W12085,Sanya Swamy,Nagpur,District Rural Development Agency,Drinking Water Supply,9.3,Completed,19.26618229,Flagged by ML pattern only
W12610,Ishwar Boase,Nashik,Zilla Panchayat,Street Lighting,3.12,Completed,19.24373784327017,Flagged by ML pattern only
W10644,Rayaan Mand,Salem,Public Works Department,School Building Repair,6.46,Completed,19.234610378463007,Flagged by ML pattern only
W11240,Gabriel Thaman,Salem,Municipal Corporation,Road Construction,26.54,Ongoing,19.212883785313885,Still ongoing 2+ years after sanction
